Domain Name | Source IP | Destination IP | Query Type | Count
login.live.com | 192.168.1.179 | 192.168.1.1 | HTTPS | 1 fois
login.live.com | 192.168.1.1 | 192.168.1.179 | A | 1 fois
login.live.com | 192.168.1.1 | 192.168.1.179 | HTTPS | 1 fois
login.live.com | 127.0.0.53 | 127.0.0.1 | A | 1 fois
www.tm.v4.a.prd.aadg.akadns.net | 192.168.1.179 | 192.168.1.1 | HTTPS | 1 fois
www.tm.v4.a.prd.aadg.akadns.net | 192.168.1.1 | 192.168.1.179 | HTTPS | 1 fois
login.live.com | 127.0.0.53 | 127.0.0.1 | HTTPS | 1 fois
edgedl.me.gvt1.com | 127.0.0.1 | 127.0.0.53 | A | 1 fois
edgedl.me.gvt1.com | 127.0.0.1 | 127.0.0.53 | HTTPS | 1 fois
edgedl.me.gvt1.com | 192.168.1.179 | 192.168.1.1 | A | 1 fois
edgedl.me.gvt1.com | 192.168.1.179 | 192.168.1.1 | HTTPS | 1 fois
edgedl.me.gvt1.com | 192.168.1.1 | 192.168.1.179 | A | 1 fois
edgedl.me.gvt1.com | 192.168.1.1 | 192.168.1.179 | HTTPS | 1 fois
edgedl.me.gvt1.com | 127.0.0.53 | 127.0.0.1 | A | 1 fois
edgedl.me.gvt1.com | 127.0.0.53 | 127.0.0.1 | HTTPS | 1 fois
owl.officeapps.live.com | 127.0.0.53 | 127.0.0.1 | HTTPS | 1 fois
consent.config.office.com | 127.0.0.1 | 127.0.0.53 | A | 1 fois
consent.config.office.com | 127.0.0.1 | 127.0.0.53 | HTTPS | 2 fois
consent.config.office.com | 192.168.1.179 | 192.168.1.1 | A | 1 fois
consent.config.office.com | 192.168.1.179 | 192.168.1.1 | HTTPS | 1 fois
attributes.engagement.office.com | 127.0.0.1 | 127.0.0.53 | A | 1 fois
attributes.engagement.office.com | 127.0.0.1 | 127.0.0.53 | HTTPS | 2 fois
attributes.engagement.office.com | 192.168.1.179 | 192.168.1.1 | A | 1 fois
attributes.engagement.office.com | 192.168.1.179 | 192.168.1.1 | HTTPS | 1 fois
consent.config.office.com | 192.168.1.1 | 192.168.1.179 | A | 1 fois
consent.config.office.com | 192.168.1.1 | 192.168.1.179 | HTTPS | 1 fois
consent.config.office.com | 127.0.0.53 | 127.0.0.1 | A | 1 fois
euripv4.consent.config.office.akadns.net | 192.168.1.179 | 192.168.1.1 | HTTPS | 1 fois
attributes.engagement.office.com | 192.168.1.1 | 192.168.1.179 | HTTPS | 1 fois
attributes.engagement.office.com | 192.168.1.1 | 192.168.1.179 | A | 1 fois
prod-userfacts.omexexternallfb.office.net.akadns.net | 192.168.1.179 | 192.168.1.1 | HTTPS | 1 fois
attributes.engagement.office.com | 127.0.0.53 | 127.0.0.1 | A | 1 fois
euripv4.consent.config.office.akadns.net | 192.168.1.1 | 192.168.1.179 | HTTPS | 1 fois
consent.config.office.com | 127.0.0.53 | 127.0.0.1 | HTTPS | 1 fois
prod-userfacts.omexexternallfb.office.net.akadns.net | 192.168.1.1 | 192.168.1.179 | HTTPS | 1 fois
attributes.engagement.office.com | 127.0.0.53 | 127.0.0.1 | HTTPS | 1 fois
e40491.dscd.akamaiedge.net | 192.168.1.179 | 192.168.1.1 | A | 1 fois
e40491.dscd.akamaiedge.net | 192.168.1.1 | 192.168.1.179 | A | 1 fois
js.live.net | 127.0.0.1 | 127.0.0.53 | A | 1 fois
js.live.net | 127.0.0.1 | 127.0.0.53 | HTTPS | 2 fois
js.live.net | 192.168.1.179 | 192.168.1.1 | A | 1 fois
js.live.net | 192.168.1.179 | 192.168.1.1 | HTTPS | 1 fois
js.live.net | 192.168.1.1 | 192.168.1.179 | HTTPS | 1 fois
cosmic-westeurope-ns-cbf6e4cb41a8.trafficmanager.net | 192.168.1.179 | 192.168.1.1 | HTTPS | 2 fois
js.live.net | 192.168.1.1 | 192.168.1.179 | A | 1 fois
js.live.net | 127.0.0.53 | 127.0.0.1 | A | 1 fois
powerpointonline.nelsdf.measure.office.net | 127.0.0.1 | 127.0.0.53 | A | 1 fois
powerpointonline.nelsdf.measure.office.net | 127.0.0.1 | 127.0.0.53 | HTTPS | 2 fois
powerpointonline.nelsdf.measure.office.net | 192.168.1.179 | 192.168.1.1 | A | 1 fois
powerpointonline.nelsdf.measure.office.net | 192.168.1.179 | 192.168.1.1 | HTTPS | 1 fois
m365cdn.nel.measure.office.net | 127.0.0.1 | 127.0.0.53 | A | 1 fois
m365cdn.nel.measure.office.net | 127.0.0.1 | 127.0.0.53 | HTTPS | 2 fois
m365cdn.nel.measure.office.net | 192.168.1.179 | 192.168.1.1 | A | 1 fois
m365cdn.nel.measure.office.net | 192.168.1.179 | 192.168.1.1 | HTTPS | 1 fois
powerpointonline.nelsdf.measure.office.net | 192.168.1.1 | 192.168.1.179 | A | 1 fois
powerpointonline.nelsdf.measure.office.net | 192.168.1.1 | 192.168.1.179 | HTTPS | 1 fois
powerpointonline.nelsdf.measure.office.net | 127.0.0.53 | 127.0.0.1 | A | 1 fois
a1964.dscb.akamai.net | 192.168.1.179 | 192.168.1.1 | HTTPS | 1 fois
m365cdn.nel.measure.office.net | 192.168.1.1 | 192.168.1.179 | A | 1 fois
m365cdn.nel.measure.office.net | 127.0.0.53 | 127.0.0.1 | A | 1 fois
a1964.dscb.akamai.net | 192.168.1.1 | 192.168.1.179 | HTTPS | 1 fois
powerpointonline.nelsdf.measure.office.net | 127.0.0.53 | 127.0.0.1 | HTTPS | 1 fois
m365cdn.nel.measure.office.net | 192.168.1.1 | 192.168.1.179 | HTTPS | 1 fois
a1894.dscb.akamai.net | 192.168.1.179 | 192.168.1.1 | HTTPS | 1 fois
a1894.dscb.akamai.net | 192.168.1.1 | 192.168.1.179 | HTTPS | 1 fois
m365cdn.nel.measure.office.net | 127.0.0.53 | 127.0.0.1 | HTTPS | 1 fois
uci.cdn.office.net | 127.0.0.1 | 127.0.0.53 | A | 1 fois
uci.cdn.office.net | 127.0.0.1 | 127.0.0.53 | HTTPS | 1 fois
uci.cdn.office.net | 192.168.1.179 | 192.168.1.1 | A | 1 fois
uci.cdn.office.net | 192.168.1.179 | 192.168.1.1 | HTTPS | 1 fois
uci.cdn.office.net | 192.168.1.1 | 192.168.1.179 | HTTPS | 1 fois
e1324.dscd.akamaiedge.net | 192.168.1.179 | 192.168.1.1 | HTTPS | 1 fois
uci.cdn.office.net | 192.168.1.1 | 192.168.1.179 | A | 1 fois
e1324.dscd.akamaiedge.net | 192.168.1.1 | 192.168.1.179 | HTTPS | 1 fois
uci.cdn.office.net | 127.0.0.53 | 127.0.0.1 | A | 1 fois
uci.cdn.office.net | 127.0.0.53 | 127.0.0.1 | HTTPS | 1 fois
augloop.office.com | 127.0.0.1 | 127.0.0.53 | A | 1 fois
augloop.office.com | 127.0.0.1 | 127.0.0.53 | HTTPS | 2 fois
augloop.office.com | 192.168.1.179 | 192.168.1.1 | A | 1 fois
augloop.office.com | 192.168.1.179 | 192.168.1.1 | HTTPS | 1 fois
csp.microsoft.com | 127.0.0.1 | 127.0.0.53 | A | 1 fois
csp.microsoft.com | 127.0.0.1 | 127.0.0.53 | HTTPS | 2 fois
csp.microsoft.com | 192.168.1.179 | 192.168.1.1 | A | 1 fois
csp.microsoft.com | 192.168.1.179 | 192.168.1.1 | HTTPS | 1 fois
augloop.office.com | 192.168.1.1 | 192.168.1.179 | A | 1 fois
augloop.office.com | 192.168.1.1 | 192.168.1.179 | HTTPS | 1 fois
augloop.office.com | 127.0.0.53 | 127.0.0.1 | A | 1 fois
augloop-prod-pa00.westeurope.cloudapp.azure.com | 192.168.1.179 | 192.168.1.1 | HTTPS | 1 fois
csp.microsoft.com | 192.168.1.1 | 192.168.1.179 | A | 1 fois
csp.microsoft.com | 192.168.1.1 | 192.168.1.179 | HTTPS | 1 fois
csp.microsoft.com | 127.0.0.53 | 127.0.0.1 | A | 1 fois
augloop-prod-pa00.westeurope.cloudapp.azure.com | 192.168.1.1 | 192.168.1.179 | HTTPS | 1 fois
augloop.office.com | 127.0.0.53 | 127.0.0.1 | HTTPS | 1 fois
prodeu.augmentation.osi.office.net | 127.0.0.1 | 127.0.0.53 | A | 1 fois
prodeu.augmentation.osi.office.net | 127.0.0.1 | 127.0.0.53 | HTTPS | 2 fois
prodeu.augmentation.osi.office.net | 192.168.1.179 | 192.168.1.1 | A | 1 fois
prodeu.augmentation.osi.office.net | 192.168.1.179 | 192.168.1.1 | HTTPS | 1 fois
csp.microsoft.com | 127.0.0.53 | 127.0.0.1 | HTTPS | 1 fois
prodeu.augmentation.osi.office.net | 192.168.1.1 | 192.168.1.179 | A | 1 fois
prodeu.augmentation.osi.office.net | 127.0.0.53 | 127.0.0.1 | A | 1 fois
prodeu.augmentation.osi.office.net | 192.168.1.1 | 192.168.1.179 | HTTPS | 1 fois
prodeu.augmentation.osi.office.net.akadns.net | 192.168.1.179 | 192.168.1.1 | HTTPS | 1 fois
prodeu.augmentation.osi.office.net.akadns.net | 192.168.1.1 | 192.168.1.179 | HTTPS | 1 fois
prodeu.augmentation.osi.office.net | 127.0.0.53 | 127.0.0.1 | HTTPS | 1 fois
euc-common.online.office.com | 127.0.0.1 | 127.0.0.53 | A | 1 fois
euc-common.online.office.com | 127.0.0.1 | 127.0.0.53 | HTTPS | 2 fois
euc-common.online.office.com | 192.168.1.179 | 192.168.1.1 | A | 1 fois
euc-common.online.office.com | 192.168.1.179 | 192.168.1.1 | HTTPS | 1 fois
onedscolprdcus05.centralus.cloudapp.azure.com | 192.168.1.179 | 192.168.1.1 | HTTPS | 1 fois
euc-common.online.office.com | 192.168.1.1 | 192.168.1.179 | A | 1 fois
euc-common.online.office.com | 127.0.0.53 | 127.0.0.1 | A | 1 fois
euc-common.online.office.com | 192.168.1.1 | 192.168.1.179 | HTTPS | 1 fois
onedscolprdcus05.centralus.cloudapp.azure.com | 192.168.1.1 | 192.168.1.179 | HTTPS | 1 fois
euc-common.online.office.com | 127.0.0.53 | 127.0.0.1 | HTTPS | 1 fois
onedscolprdcus02.centralus.cloudapp.azure.com | 192.168.1.179 | 192.168.1.1 | HTTPS | 1 fois
onedscolprdcus02.centralus.cloudapp.azure.com | 192.168.1.1 | 192.168.1.179 | HTTPS | 1 fois
cosmic-westeurope-ns-cbf6e4cb41a8.trafficmanager.net | 192.168.1.1 | 192.168.1.179 | HTTPS | 1 fois
js.live.net | 127.0.0.53 | 127.0.0.1 | HTTPS | 1 fois
